ishitId,ExternalCameraId,Name,cameraType,brigadeName,siteName,x,y,Source
9327,187_81,"ציר נסיעה מכיוון קדומים לקרנ""ש (5 מגה)(נתיקות)",LPR,חטמר אפרים,"צומת קרנ""ש",35.098678,32.177414,נתיקות - הרכשה
12580,210_902,יציאה משוקבא (3 מגה) (נתיקות),LPR,חטמר אפרים,צומת שוקבא,35.0487,31.98142,נתיקות - הרכשה
12581,210_901,כניסה לשוקבא (3 מגה) (נתיקות),LPR,חטמר אפרים,צומת שוקבא,35.0487,31.98142,נתיקות - הרכשה
7933,4138_92,מכיוון ביתוניא למחסום (9 מגה)(נתיקות),LPR,חטמר בנימין, מחסום בל ,35.10405,31.886365,נתיקות - הרכשה
7934,4138_93,מכיוון המחסום לביתוניא (3 מגה)(נתיקות),LPR,חטמר בנימין, מחסום בל ,35.10405,31.886365,נתיקות - הרכשה
7932,4138_91,ציר לבית עור אתחתא (9 מגה)(נתיקות),LPR,חטמר בנימין, מחסום בל ,35.104105,31.886365,נתיקות - הרכשה
11452,100_82,לכיוון ביר זית (5 מגה)(נתיקות),LPR,חטמר בנימין,ביר זית עליון,35.200024,31.982715,נתיקות - הרכשה
11453,100_81,לכיוון עטארה (9 מגה)(נתיקות),LPR,חטמר בנימין,ביר זית עליון,35.200024,31.982715,נתיקות - הרכשה
9396,129_90,ציר אדום - מרקם חיים בית סירא (9 מגה)(נתיקות),LPR,חטמר בנימין,בית סירא - שער קיפי,35.05569,31.89364,נתיקות - הרכשה
11446,215_91,מרקם חיים (5 מגה)(נתיקות),LPR,חטמר בנימין,בית עור אל פוקא,35.118402,31.8775,נתיקות - הרכשה
11427,81_81,מ\לכיוון כפר מלק 1 (5 מגה)(נתיקות),LPR,חטמר בנימין,בעל חצור,35.2942,31.979,נתיקות - הרכשה
11428,81_82,מ-לכיוון כפר מלק 2 (5 מגה)(נתיקות),LPR,חטמר בנימין,בעל חצור,35.2942,31.979,נתיקות - הרכשה
12000,126_91,הנוסעים לכיוון אל ג'יב (9 מגה)(נתיקות),LPR,חטמר בנימין,גבעון - משוקעת,35.1747579,31.8425206,נתיקות - הרכשה
12001,126_92,הנוסעים לכיוון בידו (9 מגה)(נתיקות),LPR,חטמר בנימין,גבעון - משוקעת,35.1747579,31.8425206,נתיקות - הרכשה
12567,1209_91,לכיוון ציר הגישה לרמאללה (PTZ-LPR)(נתיקות),LPR,חטמר בנימין,גג האוגדה,35.222387,31.925459,נתיקות - הרכשה
12568,101_91,מרקם חיים דיר דבואן (PTZ-LPR) (נתיקות),LPR,חטמר בנימין,דיר דבואן,35.246589,31.917753,נתיקות - הרכשה
11673,4224_84,יוצאים מחיזמא (3 מגה)(נתיקות),LPR,חטמר בנימין,חיזמא - צומת 12,35.251519,31.832044,נתיקות - הרכשה
11670,249_92,נוסעים לירושלים (3 מגה)(נתיקות),LPR,חטמר בנימין,חיזמא - צומת 12,35.2519787,31.832347,נתיקות - הרכשה
11671,249_91,נוסעים מירושלים (3 מגה)(נתיקות),LPR,חטמר בנימין,חיזמא - צומת 12,35.2519787,31.832347,נתיקות - הרכשה
11672,4224_83,נכנסים לחיזמא (3 מגה)(נתיקות),LPR,חטמר בנימין,חיזמא - צומת 12,35.251519,31.832044,נתיקות - הרכשה
12625,943_901,יציאה מרוואבי (9 מגה)(נתיקות),LPR,חטמר בנימין,כיכר רוואבי,35.192128,31.989443,נתיקות - הרכשה
13008,22_91,מגיעים מכיוון סילוואד (9 מגה) (נתיקות),LPR,חטמר בנימין,מוצב עפרה,35.261333,31.960354,נתיקות - הרכשה
13009,22_92,מגיעים מכיוון עין יברוד (5 מגה) (נתיקות),LPR,חטמר בנימין,מוצב עפרה,35.261333,31.960354,נתיקות - הרכשה
12477,LPR-HIK-JER-26,כ.443 מכחול (מחנה עופר),LPR,חטמר בנימין,מחנה עופר,35.17698,31.87185,משטרה - הרכשה
12377,1092_91,יציאה מירושלים מזרח (9 מגה)(נתיקות),LPR,חטמר בנימין,מחסום חיזמא ,35.252647,31.82838,נתיקות - הרכשה
12378,1092_92,כניסה לירושלים מערב (5 מגה)(נתיקות),LPR,חטמר בנימין,מחסום חיזמא ,35.252542,31.82848,נתיקות - הרכשה
12958,LPR-HIK-JER-30,מעבר חיזמא 437 מאדום 2,LPR,חטמר בנימין,מחסום חיזמא ,35.251445,31.827916,משטרה - הרכשה
11764,LPR-HIK-JER-29,מעבר חיזמה 437 מאדום 1,LPR,חטמר בנימין,מחסום חיזמא ,35.25277,31.8287,משטרה - הרכשה
11742,LPR-HIK-JER-1,מעבר חיזמה 437 מכחול,LPR,חטמר בנימין,מחסום חיזמא ,35.252192,31.827897,משטרה - הרכשה
12029,22_81,יציאה מרמאללה (7 מגה)(נתיקות),LPR,חטמר בנימין,מחסום ליל - ליצי,35.256149,31.853933,נתיקות - הרכשה
12577,254_92,נכנסים לרמאללה נתיב ימני (9 מגה)(נתיקות),LPR,חטמר בנימין,מחסום ליל - ליצי,35.256149,31.853933,נתיקות - הרכשה
12576,254_91,נכנסים לרמאללה נתיב שמאלי (9 מגה)(נתיקות),LPR,חטמר בנימין,מחסום ליל - ליצי,35.256149,31.853933,נתיקות - הרכשה
11422,Site46612EastRear1,ציר לטאה ממזרח למערב (לכיוון א-ראם),LPR,חטמר בנימין,מחסום ליל - ליצי,35.2284,31.85411,HTS - הרכשה
11423,Site46612EastRear2,ציר לטאה ממזרח למערב (לכיוון א-ראם)2,LPR,חטמר בנימין,מחסום ליל - ליצי,35.2284,31.85411,HTS - הרכשה
11420,Site46611WestFront1,ציר לטאה ממערב למזרח (לכיוון אדם),LPR,חטמר בנימין,מחסום ליל - ליצי,35.255702,31.854076,HTS - הרכשה
11421,Site46611WestFront2,ציר לטאה ממערב למזרח (לכיוון אדם)2,LPR,חטמר בנימין,מחסום ליל - ליצי,35.255702,31.854076,HTS - הרכשה
12141,Site2-33SouthFront,הבאים מכיוון בית אל לצומת ביתין (קדמי),LPR,חטמר בנימין,מחסום פוקוס,35.228286,31.925603,HTS - הרכשה
12142,Site2-33NorthRear,הנוסעים מצומת ביתין לכיוון בית אל (אחורי),LPR,חטמר בנימין,מחסום פוקוס,35.228379,31.925613,HTS - הרכשה
12140,Site2-33WestFront,יציאה מביתין,LPR,חטמר בנימין,מחסום פוקוס,35.22822,31.925319,HTS - הרכשה
12137,Site2-33NorthEast-Rear2,יציאה מרמאללה,LPR,חטמר בנימין,מחסום פוקוס,NULL,NULL,HTS - הרכשה
12265,204_90,יציאה מרמאללה (7 מגה)(נתיקות),LPR,חטמר בנימין,מחסום פוקוס,35.22838279,31.92561593,נתיקות - הרכשה
12273,Site2-33EastRear,כניסה לביתין,LPR,חטמר בנימין,מחסום פוקוס,NULL,NULL,HTS - הרכשה
12272,Site2-33SouthWestRear2,כניסה לרמאללה אחורי ויציאה קדמי,LPR,חטמר בנימין,מחסום פוקוס,NULL,NULL,HTS - הרכשה
12572,253_91,כניסה לרמאללה נתיב ימין (9 מגה)(נתיקות),LPR,חטמר בנימין,מחסום פוקוס,35.225968,31.924238,נתיקות - הרכשה
12271,Site2-33SouthWestRear1,כניסה לרמאללה נתיב ימני,LPR,חטמר בנימין,מחסום פוקוס,35.225767,31.924036,HTS - הרכשה
12136,Site2-33NorthEastRear1,נתיב אמצעי יציאה מרמאללה (אחורי),LPR,חטמר בנימין,מחסום פוקוס,35.226033,31.924191,HTS - הרכשה
12478,LPR-HIK-JER-16,מנהרת ארזים למזרח,LPR,חטמר בנימין,מנהרת הארזים,35.191218,31.800925,משטרה - הרכשה
12479,LPR-HIK-JER-13,מנהרת ארזים למערב,LPR,חטמר בנימין,מנהרת הארזים,35.19439,31.800828,משטרה - הרכשה
11771,LPR-HIK-JER-58-2, א-זעיים מאדום,LPR,חטמר בנימין,מעבר א-זעיים,35.263153,31.783818,משטרה - הרכשה
11770,LPR-HIK-JER-58-1,א-זעיים מאדום יציאה,LPR,חטמר בנימין,מעבר א-זעיים,35.263153,31.783818,משטרה - הרכשה
12468,LPR-HIK-JER-159,י-ם מעבר א-זעיים מאדום נתיב 1,LPR,חטמר בנימין,מעבר א-זעיים,35.263806,31.783301,משטרה - הרכשה
12469,LPR-HIK-JER-160,י-ם מעבר א-זעיים מאדום נתיב 2,LPR,חטמר בנימין,מעבר א-זעיים,35.263806,31.783301,משטרה - הרכשה
12470,LPR-HIK-JER-161,י-ם מעבר א-זעיים מאדום נתיב 3,LPR,חטמר בנימין,מעבר א-זעיים,35.263808,31.783303,משטרה - הרכשה
12471,LPR-HIK-JER-38,מנהרת א-זעיים מכחול,LPR,חטמר בנימין,מעבר א-זעיים,35.261584,31.783971,משטרה - הרכשה
11752,LPR-HIK-JER-126,מעבר א-זעיים מכחול צילום קדמי,LPR,חטמר בנימין,מעבר א-זעיים,35.263757,31.783185,משטרה - הרכשה
11775,LPR-HIK-JER-71,א-זעיים מאדום נתיב 2,LPR,חטמר בנימין,מעבר א-זעיים - מחלף,35.289782,31.784179,משטרה - הרכשה
11774,LPR-HIK-JER-70,א-זעיים מאדום נתיב 3,LPR,חטמר בנימין,מעבר א-זעיים - מחלף,35.289782,31.784179,משטרה - הרכשה
11761,LPR-HIK-JER-21,מעבר אל-גיב מאדום,LPR,חטמר בנימין,מעבר אל גיב,35.176427,31.856869,משטרה - הרכשה
11760,LPR-HIK-JER-20,מעבר אל-גיב מכחול,LPR,חטמר בנימין,מעבר אל גיב,35.17509,31.85727,משטרה - הרכשה
12716,982_91,מעבר 1,LPR,חטמר בנימין,מעבר חיזמא,35.2521906,31.8281599,נתיקות - הרכשה
12717,982_93,מעבר 2,LPR,חטמר בנימין,מעבר חיזמא,35.2521906,31.8281599,NULL
12718,982_92,מעבר 3,LPR,חטמר בנימין,מעבר חיזמא,35.2521906,31.8281599,NULL
12465,LPR-HIK-JER-139,ים מעבר ציר הטבעת מאדום נתיב 1,LPR,חטמר בנימין,מעבר ציר הטבעת,35.259364,31.798879,משטרה - הרכשה
12466,LPR-HIK-JER-140,י-ם מעבר ציר הטבעת מאדום נתיב 2,LPR,חטמר בנימין,מעבר ציר הטבעת,35.259364,31.798879,משטרה - הרכשה
12467,LPR-HIK-JER-141,י-ם מעבר ציר הטבעת מכחול,LPR,חטמר בנימין,מעבר ציר הטבעת,35.25934,31.798798,משטרה - הרכשה
11758,LPR-HIK-JER-133,מעבר קלנדיה מאדום 2-3,LPR,חטמר בנימין,מעבר קלנדיה,35.22762,31.862441,משטרה - הרכשה
11755,LPR-HIK-JER-129,מעבר קלנדיה מאדום נתיב 1,LPR,חטמר בנימין,מעבר קלנדיה,35.227696,31.862571,משטרה - הרכשה
11753,LPR-HIK-JER-127,מעבר קלנדיה מכחול נתיב 1,LPR,חטמר בנימין,מעבר קלנדיה,35.227695,31.862105,משטרה - הרכשה
11754,LPR-HIK-JER-128,מעבר קלנדיה מכחול נתיב 2,LPR,חטמר בנימין,מעבר קלנדיה,35.227695,31.862105,משטרה - הרכשה
12570,LPR-HIK-JER-130-1,"מעבר קלנדיה, מאדום",LPR,חטמר בנימין,מעבר קלנדיה,35.22121,31.860163,משטרה - הרכשה
12571,LPR-HIK-JER-130-2,"מעבר קלנדיה, מכחול",LPR,חטמר בנימין,מעבר קלנדיה,35.22120542,31.8601649,משטרה - הרכשה
12484,LPR-HIK-JER-32-2,קלנדיה כ.45 למערב,LPR,חטמר בנימין,מעבר קלנדיה,35.224568,31.853262,משטרה - הרכשה
12476,LPR-HIK-JER-32-1,קלנדיה כ.45 מכחול,LPR,חטמר בנימין,מעבר קלנדיה,35.216183,31.860145,משטרה - הרכשה
12485,LPR-HIK-JER-28-2,קלנדיה כ.60 לדרום,LPR,חטמר בנימין,מעבר קלנדיה,35.224568,31.853262,משטרה - הרכשה
12475,LPR-HIK-JER-28-1,קלנדיה כ.60 מכחול,LPR,חטמר בנימין,מעבר קלנדיה,35.224568,31.853262,משטרה - הרכשה
11768,LPR-HIK-JER-6,מעבר שועפט מאדום,LPR,חטמר בנימין,מעבר שועפט,35.241687,31.809385,משטרה - הרכשה
11766,LPR-HIK-JER-4,מעבר שועפט מכחול צילום אחורי,LPR,חטמר בנימין,מעבר שועפט,35.2420857,31.808259,משטרה - הרכשה
11767,LPR-HIK-JER-5,מעבר שועפט מכחול צילום קדמי,LPR,חטמר בנימין,מעבר שועפט,35.241687,31.809385,משטרה - הרכשה
12002,75_81,מרקם חיים (5 מגה)(נתיקות),LPR,חטמר בנימין,מרקם חיים מצבח (חירבת אל מצבח),35.082734,31.886575,נתיקות - הרכשה
11458,0574_91,מ/ל לכיוון דרום (9 מגה)(נתיקות),LPR,חטמר בנימין,ע' נוף,35.22025,31.936858,נתיקות - הרכשה
11818,0639_91,נסיעה לכיוון גבעת אסף (9 מגה)(נתיקות),LPR,חטמר בנימין,עין תות,35.2378992,31.9184311,נתיקות - הרכשה
12264,79_91,הבאים מ\הנוסעים לכיוון המשטרה הבריטית (5 מגה)(נתיקות),LPR,חטמר בנימין,פילבוקס גפן,35.227826,31.989233,נתיקות - הרכשה
11459,79_92,ציר אומות מדרום (7 מגה)(נתיקות),LPR,חטמר בנימין,פילבוקס גפן,35.227826,31.989233,נתיקות - הרכשה
12433,431_81,לכיוון העלייה שני הנתיבים (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת 142(187),35.339425,31.951266,נתיקות - הרכשה
12207,234_91,מדרום לצפון (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 142(187),35.339885,31.950886,נתיקות - הרכשה
12206,173_91,מצפון לדרום (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 142(187),35.338519,31.953029,נתיקות - הרכשה
11437,5119_81,כניסה ויציאה מסינג'יל (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת 164 (סינג'יל),35.273613,32.025231,נתיקות - הרכשה
11438,5119_82,מגיעים מצפון לדרום (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת 164 (סינג'יל),35.273613,32.025231,נתיקות - הרכשה
11439,70_91,ציר לטאה מדרום לצפון (7 מגה)(נתיקות),LPR,חטמר בנימין,צומת 164 (סינג'יל),35.27343,32.02467,נתיקות - הרכשה
11444,240_91,מכיוון ציר אופנוע לכיוון ציר לטאה (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 538 (203),35.269273,31.879195,נתיקות - הרכשה
11445,240_92,מכיוון ציר לטאה לכיוון ציר אופנוע (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 538 (203),35.269273,31.879195,נתיקות - הרכשה
11466,7111_91,הגעה מצפון לדרום (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 858 (152),35.349665,32.042729,נתיקות - הרכשה
11467,7111_92,ירידה מהגבעות (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 858 (152),35.349804,32.041819,נתיקות - הרכשה
11689,Site58NorthFront1,מגיעים לצומת מדרום (קדמי) 1 (נ.כ''ד),LPR,חטמר בנימין,צומת 858 (152),35.35058794,32.04023786,HTS - הרכשה
11690,Site58NorthFront2,מגיעים לצומת מדרום (קדמי) 2(נ.כ''ד),LPR,חטמר בנימין,צומת 858 (152),35.35058794,32.04023786,HTS - הרכשה
11695,Site58SouthFront1,מגיעים לצומת מצפון (קדמי) (נ.כ''ד),LPR,חטמר בנימין,צומת 858 (152),35.34952008,32.04236797,HTS - הרכשה
11694,Site58SouthFront2,מגיעים לצומת מצפון (קדמי)2(נ.כ''ד),LPR,חטמר בנימין,צומת 858 (152),35.34952008,32.04236797,HTS - הרכשה
11706,Site58SouthRear,נוסעים מהצומת דרומה (אחורי)(נ.כ''ד),LPR,חטמר בנימין,צומת 858 (152),35.34982069,32.04004467,HTS - הרכשה
11693,Site58NorthRear,נוסעים מהצומת צפונה (אחורי)(נ.כ''ד),LPR,חטמר בנימין,צומת 858 (152),35.35024594,32.04259801,HTS - הרכשה
9021,813_90,נסיעה לכיוון צפון (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת 858 (152),35.350077,32.041683,נתיקות - הרכשה
8919,169_81,כניסה לאום צפא - ממזרח למערב (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת אום צפא,35.171505,32.007575,נתיקות - הרכשה
8920,169_82,ציר מנדט ממערב למזרח (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת אום צפא,35.171505,32.007575,נתיקות - הרכשה
9559,283_91,מדרום לצפון (7 מגה)(נתיקות),LPR,חטמר בנימין,צומת אלון ,35.35136,31.834513,נתיקות - הרכשה
8834,7171_91,כניסה לא-סויה (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת א-סויה ,35.2648542,32.087406,נתיקות - הרכשה
8835,7171_92,ציר לטאה מדרום לצפון (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת א-סויה ,35.2648524,32.087406,נתיקות - הרכשה
8886,7171_93,ציר לטאה מצפון לדרום (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת א-סויה ,35.264872,32.087058,נתיקות - הרכשה
11460,1188_91,יציאה מביר זית (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת ביר זית תחתון ,35.198466,31.982706,נתיקות - הרכשה
12527,1188_92,כניסה לביר זית (5 מגה) (נתיקות),LPR,חטמר בנימין,צומת ביר זית תחתון ,35.198466,31.982706,נתיקות - הרכשה
9328,97_81,לכיוון ביתין (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת ביתין ,35.2277197,31.925127,נתיקות - הרכשה
9329,97_82,לכיוון רמאללה (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת ביתין ,35.2277197,31.925127,נתיקות - הרכשה
12055,Site2-3591EastFront,ירידה מכיוון בית אל לצומת,LPR,חטמר בנימין,צומת גבעת אסף,35.24956539,31.91002762,HTS - הרכשה
12062,Site2-35161SouthRear,נתיב ימני לכיוון ירושלים (דרומית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.25083425,31.9104651,HTS - הרכשה
12061,Site2-35152NorthFront,נתיב לבאים מכיוון ירושלים (דרומית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.25117991,31.91076562,HTS - הרכשה
12058,Site2-35121NorthRear,נתיב לכיוון עפרה (צפונית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.24985076,31.91262902,HTS - הרכשה
12121,Site2-35112NorthFront,נתיב מכיוון עפרה לכיוון ירושלים (צפונית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.24930363,31.91230501,HTS - הרכשה
12122,Site2-35162SouthRear,נתיב שמאלי לכיוון ירושלים (דרומית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.25083425,31.9104651,HTS - הרכשה
12057,Site2-35111WestRear,עלייה מהצומת לכיוון בית אל,LPR,חטמר בנימין,צומת גבעת אסף,35.24918888,31.91019663,HTS - הרכשה
12056,Site2-35111NorthFront,פנייה מכיוון עפרה לכיוון גבעת אסף (צפונית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.24930363,31.91230501,HTS - הרכשה
12060,Site2-35151SouthFront,שול לבאים מכיוון ירושלים (דרומית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.25117991,31.91076562,HTS - הרכשה
12059,Site2-35122NorthRear,שול לכיוון עפרה (צפונית לצומת),LPR,חטמר בנימין,צומת גבעת אסף,35.24985076,31.91262902,HTS - הרכשה
4199,Site45EastFront1,מגפן לכיוון צומת המשטרה הבריטית (מזרח)1,LPR,חטמר בנימין,צומת המשטרה הבריטית,35.24959794,31.99606903,HTS - הרכשה
4200,Site45EastFront2,מגפן לכיוון צומת המשטרה הבריטית (מזרח)2,LPR,חטמר בנימין,צומת המשטרה הבריטית,35.24954679,31.99607736,HTS - הרכשה
4201,Site45NorthRear,מדרום לצפון (צפונית לצומת),LPR,חטמר בנימין,צומת המשטרה הבריטית,35.25179419,31.99795357,HTS - הרכשה
4204,Site45WestRear1,מצומת המשטרה הבריטית לכיוון גפן (מערב)1,LPR,חטמר בנימין,צומת המשטרה הבריטית,35.24954798,31.99607855,HTS - הרכשה
4205,Site45WestRear2,מצומת המשטרה הבריטית לכיוון גפן (מערב)2,LPR,חטמר בנימין,צומת המשטרה הבריטית,35.2495456,31.99607617,HTS - הרכשה
4202,Site45SouthFront1,מצפון לדרום(צפונית לצומת)1,LPR,חטמר בנימין,צומת המשטרה הבריטית,35.25163,31.99798212,HTS - הרכשה
4203,Site45SouthFront2,מצפון לדרום(צפונית לצומת)2,LPR,חטמר בנימין,צומת המשטרה הבריטית,35.25161097,31.99798212,HTS - הרכשה
12351,102_81,נוסעים מדרום לכיוון צפון (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת המשטרה הבריטית,35.25175,31.99823,נתיקות - הרכשה
12314,1023_91,נוסעים מצפון לכיוון דרום (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת המשטרה הבריטית,35.25175,31.99823,נתיקות - הרכשה
11816,99_92,הבאים מכיוון חיזמא צפונה (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת מישור אדומים,35.326709,31.805689,נתיקות - הרכשה
11815,99_93,הנוסעים ממישור אדומים לכיון צפון (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת מישור אדומים,35.3268237,31.8057158,נתיקות - הרכשה
11817,99_91,הפונים ממישור אדומים לכיוון חיזמא (3 מגה)(נתיקות),LPR,חטמר בנימין,צומת מישור אדומים,35.3267093,31.8056489,נתיקות - הרכשה
11405,LPR-HIK-SHY-19-1,צ. מישור אדומים כ.437 למזרח מ-י,LPR,חטמר בנימין,צומת מישור אדומים,35.32453,31.806938,משטרה - הרכשה
11406,LPR-HIK-SHY-19-2,צ. מישור אדומים כ.437 למערב מ-י,LPR,חטמר בנימין,צומת מישור אדומים,35.32453,31.806938,משטרה - הרכשה
12203,4219_92,יוצאים ממעלה לבונה (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת מעלה לבונה צפון,35.247281,32.064777,נתיקות - הרכשה
12202,1152_81,נוסעים למעלה לבונה (9 מגה)(נתיקות),LPR,חטמר בנימין,צומת מעלה לבונה צפון,35.247281,32.064777,נתיקות - הרכשה
11462,96_91,ציר גבוהים באים מדרום לצפון (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת מעלה מכמש,35.3097,31.8791,נתיקות - הרכשה
11461,96_92,ציר גבוהים באים מצפון לדרום (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת מעלה מכמש,35.3097,31.8791,נתיקות - הרכשה
11451,16_81,מרקם חיים (5 מגה)(נתיקות),LPR,חטמר בנימין,צומת סילוואד - גלעין,35.254804,31.967903,נתיקות - הרכשה
3967,Site68SouthRear2,כניסה לענתא,LPR,חטמר בנימין,צומת ענתא,35.27284885,31.82352956,HTS - הרכשה
3965,Site68SouthRear1,כניסה לענתא מכיוון מזרח (מישור אדומים)1,LPR,חטמר בנימין,צומת ענתא,35.27289644,31.82352004,HTS - הרכשה
